Fed ID,District Code,CDS Code,County Name,District Type,Grade Low,Grade High,Grade Low Census,Grade High Census,Assistance Status,Locale,Enroll Total,Enroll Charter,Enroll Non Charter,African American,African American (%),American Indian,American Indian (%),Asian,Asian (%),Filipino,Filipino (%),Hispanic,Hispanic (%),Pacific Islander,Pacific Islander (%),White,White (%),Two or More Races,Two or More Races (%),Not Reported,Not Reported (%),English Learner,English Learner (%),Foster,Foster (%),Homeless,Homeless (%),Migrant,Migrant (%),Students with Disabilities,Students with Disabilities (%),Socioeconomically Disadvantaged,Socioeconomically Disadvantaged (%),District Label,District Name,EDP 365,Expense ADA,Expense per ADA,LEA Type,Decimal Difference
628050.0,61259,1612590000000.0,Alameda,Unified,KG,12,KG,12,Differentiated Assistance,City,45086.0,11170.0,33916.0,9008.0,20.0,112.0,0.2,4252.0,9.4,304.0,0.7,22647.0,50.2,312.0,0.7,4551.0,10.1,2722.0,6.0,1178.0,2.6,14915.0,33.1,211.0,0.5,2449.0,5.4,2.0,0.0,7010.0,15.5,36284.0,80.5,Oakland Unified (Alameda),Oakland Unified,837322634.07,30197.63,27728.09,Unified,0.4930310756175236
630330.0,61275,1612750000000.0,Alameda,Unified,KG,12,KG,12,General Assistance,Suburban,2308.0,0.0,2308.0,50.0,2.2,2.0,0.1,355.0,15.4,22.0,1.0,234.0,10.1,0.0,0.0,1201.0,52.0,442.0,19.2,2.0,0.1,27.0,1.2,0.0,0.0,9.0,0.4,0.0,0.0,297.0,12.9,81.0,3.5,Piedmont City Unified (Alameda),Piedmont City Unified,51021150.56,2226.16,22918.91,Unified,0.036762856218780386
634680.0,61291,1612910000000.0,Alameda,Unified,KG,12,KG,12,Differentiated Assistance,Suburban,8741.0,0.0,8741.0,999.0,11.4,46.0,0.5,1569.0,17.9,489.0,5.6,4297.0,49.2,79.0,0.9,651.0,7.4,421.0,4.8,190.0,2.2,2130.0,24.4,26.0,0.3,93.0,1.1,0.0,0.0,1321.0,15.1,6402.0,73.2,San Leandro Unified (Alameda),San Leandro Unified,160150463.55,8120.95,19720.66,Unified,0.07635190464169835
634710.0,61309,1613090000000.0,Alameda,Unified,KG,12,KG,12,Differentiated Assistance,Suburban,9235.0,1112.0,8123.0,719.0,7.8,20.0,0.2,1574.0,17.0,590.0,6.4,5365.0,58.1,131.0,1.4,498.0,5.4,313.0,3.4,25.0,0.3,2882.0,31.2,19.0,0.2,243.0,2.6,30.0,0.3,1122.0,12.1,7193.0,77.9,San Lorenzo Unified (Alameda),San Lorenzo Unified,159904834.31,7473.46,21396.36,Unified,0.23570608526706505
600019.0,75093,1750930000000.0,Alameda,Unified,KG,12,KG,12,General Assistance,Suburban,12827.0,0.0,12827.0,345.0,2.7,35.0,0.3,8042.0,62.7,566.0,4.4,1195.0,9.3,31.0,0.2,1673.0,13.0,922.0,7.2,18.0,0.1,801.0,6.2,11.0,0.1,3.0,0.0,0.0,0.0,989.0,7.7,1101.0,8.6,Dublin Unified (Alameda),Dublin Unified,189974362.34,12262.75,15491.99,Unified,0.046013333061507414
600020.0,75101,1751010000000.0,Alameda,Unified,KG,12,KG,12,General Assistance,City,13696.0,0.0,13696.0,219.0,1.6,33.0,0.2,7295.0,53.3,212.0,1.5,1467.0,10.7,31.0,0.2,3568.0,26.1,770.0,5.6,101.0,0.7,1410.0,10.3,3.0,0.0,40.0,0.3,0.0,0.0,1175.0,8.6,1261.0,9.2,Pleasanton Unified (Alameda),Pleasanton Unified,225970524.39,13019.2,17356.71,Unified,0.05198476096841582
600021.0,75119,1751190000000.0,Alameda,Unified,KG,8,KG,12,General Assistance,Rural,268.0,0.0,268.0,1.0,0.4,0.0,0.0,97.0,36.2,2.0,0.7,40.0,14.9,1.0,0.4,94.0,35.1,33.0,12.3,0.0,0.0,14.0,5.2,1.0,0.4,1.0,0.4,0.0,0.0,15.0,5.6,28.0,10.4,Sunol Glen Unified (Alameda),Sunol Glen Unified,4847951.94,255.75,18955.82,Unified,0.047898338220918865
602070.0,61333,2613330000000.0,Alpine,Unified,KG,12,KG,12,General Assistance,Rural,66.0,0.0,66.0,1.0,1.5,32.0,48.5,0.0,0.0,1.0,1.5,8.0,12.1,0.0,0.0,20.0,30.3,4.0,6.1,0.0,0.0,1.0,1.5,1.0,1.5,4.0,6.1,0.0,0.0,13.0,19.7,41.0,62.1,Alpine County Unified (Alpine),Alpine County Unified,3393640.49,56.93,59610.76,Unified,0.15931846126822413
602450.0,73981,3739810000000.0,Amador,Unified,KG,12,KG,12,Differentiated Assistance,Town,4075.0,0.0,4075.0,19.0,0.5,84.0,2.1,22.0,0.5,25.0,0.6,1029.0,25.3,9.0,0.2,2544.0,62.4,297.0,7.3,46.0,1.1,126.0,3.1,27.0,0.7,180.0,4.4,78.0,1.9,746.0,18.3,1737.0,42.6,Amador County Unified (Amador),Amador County Unified,59702021.04,3812.54,15659.38,Unified,0.06884124494431534
603780.0,61382,4613820000000.0,Butte,Elementary,KG,8,KG,8,General Assistance,Rural,82.0,0.0,82.0,0.0,0.0,2.0,2.4,0.0,0.0,0.0,0.0,21.0,25.6,0.0,0.0,53.0,64.6,6.0,7.3,0.0,0.0,10.0,12.2,0.0,0.0,2.0,2.4,0.0,0.0,20.0,24.4,44.0,53.7,Bangor Union Elementary (Butte),Bangor Union Elementary,1817856.58,77.12,23571.79,Elementary,0.06327800829875513
605040.0,61408,4614080000000.0,Butte,Unified,KG,12,KG,12,General Assistance,Rural,548.0,0.0,548.0,13.0,2.4,4.0,0.7,11.0,2.0,0.0,0.0,216.0,39.4,2.0,0.4,300.0,54.7,2.0,0.4,0.0,0.0,47.0,8.6,3.0,0.5,50.0,9.1,9.0,1.6,79.0,14.4,348.0,63.5,Biggs Unified (Butte),Biggs Unified,9220912.46,510.34,18068.18,Unified,0.07379394129403932
608370.0,61424,4614240000000.0,Butte,Unified,KG,12,KG,12,Differentiated Assistance,City,14407.0,2090.0,12317.0,317.0,2.2,136.0,0.9,705.0,4.9,51.0,0.4,3965.0,27.5,60.0,0.4,7600.0,52.8,1085.0,7.5,488.0,3.4,885.0,6.1,98.0,0.7,564.0,3.9,17.0,0.1,2133.0,14.8,7500.0,52.1,Chico Unified (Butte),Chico Unified,197909185.8,11574.16,17099.23,Unified,0.24475555893473047
611730.0,61432,4614320000000.0,Butte,Unified,KG,12,KG,12,Differentiated Assistance,Rural,1026.0,0.0,1026.0,3.0,0.3,6.0,0.6,6.0,0.6,0.0,0.0,234.0,22.8,0.0,0.0,704.0,68.6,54.0,5.3,19.0,1.9,75.0,7.3,5.0,0.5,23.0,2.2,9.0,0.9,115.0,11.2,422.0,41.1,Durham Unified (Butte),Durham Unified,13591428.47,974.04,13953.67,Unified,0.053344831834421624
615480.0,61457,4614570000000.0,Butte,Elementary,KG,8,KG,8,General Assistance,Rural,72.0,0.0,72.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.7,0.0,0.0,51.0,70.8,8.0,11.1,0.0,0.0,5.0,6.9,4.0,5.6,2.0,2.8,2.0,2.8,15.0,20.8,61.0,84.7,Golden Feather Union Elementary (Butte),Golden Feather Union Elementary,2514557.14,68.51,36703.51,Elementary,0.05094146839877382
623700.0,61499,4614990000000.0,Butte,Elementary,KG,8,KG,8,General Assistance,Rural,327.0,0.0,327.0,0.0,0.0,5.0,1.5,11.0,3.4,0.0,0.0,151.0,46.2,1.0,0.3,139.0,42.5,19.0,5.8,1.0,0.3,60.0,18.3,1.0,0.3,1.0,0.3,2.0,0.6,43.0,13.1,132.0,40.4,Manzanita Elementary (Butte),Manzanita Elementary,4713332.9,303.48,15530.95,Elementary,0.07750098853301694
629100.0,61507,4615070000000.0,Butte,Elementary,KG,12,KG,8,Differentiated Assistance,Town,2599.0,544.0,2055.0,85.0,3.3,70.0,2.7,251.0,9.7,10.0,0.4,510.0,19.6,8.0,0.3,1272.0,48.9,377.0,14.5,16.0,0.6,159.0,6.1,49.0,1.9,115.0,4.4,4.0,0.2,434.0,16.7,1998.0,76.9,Oroville City Elementary (Butte),Oroville City Elementary,39102366.52,1820.2,21482.46,Elementary,0.42786506977255245
629130.0,61515,4615150000000.0,Butte,High,09,12,09,12,Differentiated Assistance,Town,2264.0,0.0,2264.0,64.0,2.8,130.0,5.7,290.0,12.8,15.0,0.7,502.0,22.2,21.0,0.9,1072.0,47.3,163.0,7.2,7.0,0.3,118.0,5.2,20.0,0.9,101.0,4.5,0.0,0.0,376.0,16.6,1866.0,82.4,Oroville Union High (Butte),Oroville Union High,41557051.18,1982.92,20957.5,High School,0.14175054969439005
629540.0,61523,4615230000000.0,Butte,Elementary,KG,8,KG,8,Differentiated Assistance,Rural,1283.0,0.0,1283.0,7.0,0.5,33.0,2.6,50.0,3.9,3.0,0.2,470.0,36.6,2.0,0.2,535.0,41.7,182.0,14.2,1.0,0.1,154.0,12.0,10.0,0.8,94.0,7.3,2.0,0.2,154.0,12.0,1030.0,80.3,Palermo Union Elementary (Butte),Palermo Union Elementary,23690863.15,1195.25,19820.84,Elementary,0.07341560343024472
629820.0,61531,4615310000000.0,Butte,Unified,KG,12,KG,12,Differentiated Assistance,Town,2266.0,609.0,1657.0,13.0,0.6,36.0,1.6,25.0,1.1,9.0,0.4,366.0,16.2,4.0,0.2,1648.0,72.7,158.0,7.0,7.0,0.3,33.0,1.5,17.0,0.8,84.0,3.7,0.0,0.0,414.0,18.3,1423.0,62.8,Paradise Unified (Butte),Paradise Unified,35286899.15,1504.58,23452.99,Unified,0.5060681386167569
639180.0,61549,4615490000000.0,Butte,Elementary,KG,8,KG,8,General Assistance,Town,1520.0,0.0,1520.0,33.0,2.2,36.0,2.4,491.0,32.3,12.0,0.8,246.0,16.2,6.0,0.4,556.0,36.6,125.0,8.2,15.0,1.0,191.0,12.6,10.0,0.7,33.0,2.2,0.0,0.0,154.0,10.1,1296.0,85.3,Thermalito Union Elementary (Butte),Thermalito Union Elementary,28533566.25,1429.79,19956.47,Elementary,0.06309318151616673
